id,base_score,adapted_score,diff
2,85.66244840621948,85.5933666229248,-0.06908178329467773
3,83.62573981285095,87.03191876411438,3.4061789512634277
4,69.55689191818237,65.84070324897766,-3.716188669204712
5,60.89209318161011,64.23771977424622,3.3456265926361084
7,70.74323296546936,82.29517936706543,11.55194640159607
8,66.763174533844,76.1154294013977,9.352254867553711
10,72.68139719963074,73.72220158576965,1.040804386138916
11,90.10640382766724,90.10640382766724,0.0
12,64.99221920967102,64.01749849319458,-0.9747207164764404
13,72.4114716053009,72.30203151702881,-0.10944008827209473
14,68.08556318283081,78.03596258163452,9.950399398803711
15,79.58696484565735,82.11228847503662,2.5253236293792725
16,66.55027270317078,77.60675549507141,11.056482791900635
17,76.58083438873291,70.8672821521759,-5.713552236557007
18,81.76364302635193,80.9019684791565,-0.8616745471954346
19,87.81862258911133,81.93355798721313,-5.885064601898193
20,67.2830581665039,83.2880437374115,16.004985570907593
21,64.97320532798767,65.51122069358826,0.5380153656005859
22,80.89002966880798,74.96594190597534,-5.924087762832642
23,76.48432850837708,82.66677856445312,6.18245005607605
24,81.00436329841614,81.00436925888062,5.9604644775390625e-06
25,79.0833592414856,79.08336520195007,5.9604644775390625e-06
28,77.30875611305237,77.1674633026123,-0.14129281044006348
29,62.93160915374756,62.93160915374756,0.0
30,76.41819715499878,72.8537380695343,-3.5644590854644775
31,74.34914708137512,79.8304796218872,5.481332540512085
32,87.28095889091492,65.13216495513916,-22.148793935775757
33,81.57472610473633,85.02809405326843,3.4533679485321045
34,76.97529196739197,76.65995955467224,-0.31533241271972656
35,81.4950704574585,79.74745035171509,-1.7476201057434082
36,72.9487419128418,74.02654886245728,1.0778069496154785
38,73.49492311477661,60.3224515914917,-13.172471523284912
39,82.68041610717773,78.7993848323822,-3.8810312747955322
40,78.6720871925354,83.84097218513489,5.168884992599487
41,88.06657791137695,84.88038182258606,-3.1861960887908936
42,63.86191248893738,58.46269726753235,-5.399215221405029
43,61.98422312736511,63.23965787887573,1.2554347515106201
44,79.62562441825867,81.18115067481995,1.5555262565612793
45,75.99107027053833,77.83799767494202,1.8469274044036865
46,68.62473487854004,63.01795244216919,-5.60678243637085
47,73.78079891204834,86.86439394950867,13.083595037460327
48,66.93648099899292,67.22483038902283,0.2883493900299072
49,80.65215349197388,70.81424593925476,-9.837907552719116
50,75.8629322052002,91.68689846992493,15.823966264724731
53,76.7724096775055,75.50883889198303,-1.263570785522461
54,75.18274784088135,72.14129567146301,-3.041452169418335
56,79.80780005455017,69.31204199790955,-10.495758056640625
57,69.30749416351318,68.76934766769409,-0.5381464958190918
58,76.8633782863617,71.81859612464905,-5.0447821617126465
59,67.5641119480133,66.61332249641418,-0.9507894515991211
60,78.02717089653015,77.89180278778076,-0.13536810874938965
61,75.27533769607544,83.15176963806152,7.876431941986084
62,71.9931960105896,63.69895339012146,-8.29424262046814
63,70.21761536598206,68.34841966629028,-1.8691956996917725
64,79.82038259506226,84.45444703102112,4.634064435958862
65,79.4527530670166,83.03259015083313,3.5798370838165283
66,76.3864517211914,79.56550121307373,3.179049491882324
67,61.70831918716431,65.9748911857605,4.266571998596191
68,89.65851068496704,89.65851664543152,5.9604644775390625e-06
69,70.85009217262268,70.53900361061096,-0.31108856201171875
70,72.76439070701599,69.76106762886047,-3.0033230781555176
71,75.9381115436554,77.45038270950317,1.5122711658477783
72,75.28232932090759,71.29270434379578,-3.9896249771118164
73,80.01353740692139,80.01353740692139,0.0
74,77.0216703414917,77.83874273300171,0.8170723915100098
75,82.14685320854187,70.99363207817078,-11.153221130371094
78,77.87916660308838,80.77808022499084,2.898913621902466
79,69.38416957855225,70.47814130783081,1.0939717292785645
80,74.68978762626648,78.58449816703796,3.8947105407714844
81,80.5000901222229,67.93042421340942,-12.569665908813477
82,75.84066987037659,72.06256985664368,-3.77810001373291
83,85.02601981163025,82.80595541000366,-2.220064401626587
85,75.92758536338806,80.13218641281128,4.204601049423218
86,78.01162004470825,71.38435244560242,-6.627267599105835
87,70.83505392074585,65.79940915107727,-5.035644769668579
88,77.09081768989563,78.15046906471252,1.0596513748168945
89,84.76808071136475,80.75122833251953,-4.016852378845215
90,85.2365493774414,84.06058549880981,-1.1759638786315918
91,74.02865886688232,64.44730758666992,-9.581351280212402
92,73.24113845825195,64.10741806030273,-9.133720397949219
93,69.63464617729187,69.63465213775635,5.9604644775390625e-06
94,68.60291957855225,70.4045832157135,1.8016636371612549
95,75.059974193573,70.36759853363037,-4.692375659942627
96,82.08541870117188,79.25974726676941,-2.825671434402466
97,85.07124185562134,84.88417863845825,-0.18706321716308594
98,85.40664911270142,85.40657758712769,-7.152557373046875e-05
99,74.702388048172,74.87184405326843,0.16945600509643555
100,75.26820302009583,71.02869153022766,-4.239511489868164
